Strain_name,Other_name,Phylum,Class,Order,Family,Genus,LociCount,Lineage,Continent,Country,Region,YearCollected,HostDetailed,HostGeneral,HostType,SourcePub,accession_WGS_SRA,accession_avh120,accession_avh121,accession_btub,accession_gweuk,accession_hsp90,accession_trp1
07_10199,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2007,Pieris sp.,Pieris sp.,shrub,Hamelin2022,SRR17285137,,,,,,
PRAM_07_0718,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2007,Pieris sp.,Pieris sp.,shrub,Hamelin2022,SRR17285138,,,,,,
11_0795,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2011,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285132,,,,,,
13_0781,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2013,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285131,,,,,,
14_0064,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2014,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285130,,,,,,
14_1613,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2014,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285126,,,,,,
15_0061,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2015,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285125,,,,,,
15_0954,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2015,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285118,,,,,,
16_0201_0022,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2016,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285115,,,,,,
16_0386_0016,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2016,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285111,,,,,,
17_0134_0030,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2017,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285110,,,,,,
17_0682_0004,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2017,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285108,,,,,,
Pram_04_20470_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2004,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327053,,,,,,
PRAM_05_18753,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2005,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285103,,,,,,
Pram_08_0688_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2008,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327027,,,,,,
Pram_09_4415_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2009,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327023,,,,,,
Pram_10_4389a_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2010,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327094,,,,,,
PRAM_14_0074,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2014,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285129,,,,,,
PRAM_15_0509,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2015,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285120,,,,,,
Pram_04_38813_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2004,Viburnum tinus,Viburnum sp.,shrub,Feau2019,SRR8327029,,,,,,
Pram_05_9611_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2005,Viburnum sp.,Viburnum sp.,shrub,Feau2019,SRR8327031,,,,,,
06_7401,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Viburnum x bodnantense,Viburnum sp. ,shrub,Hamelin2022,SRR17285144,,,,,,
06_7425,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Viburnum x bodnantense,Viburnum sp. ,shrub,Hamelin2022,SRR17285142,,,,,,
06_7608,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Viburnum x bodnantense,Viburnum sp. ,shrub,Hamelin2022,SRR17285141,,,,,,
06_7616,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Viburnum x bodnantense,Viburnum sp. ,shrub,Hamelin2022,SRR17285140,,,,,,
PRAM_06_7419,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Viburnum x bodnantense,Viburnum sp. ,shrub,Hamelin2022,SRR17285143,,,,,,
Pram_11_1291_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2011,unknown,unknown,unknown,Feau2019,SRR8327095,,,,,,
Pram_PR_10_120_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: CA,2010,Camellia japonica,Camellia sp.,shrub,Feau2019,SRR8327093,,,,,,
Pram_PR_04_015_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: WA,2004,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327096,,,,,,
Pram_PR_05_166_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: WA,2004,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327097,,,,,,
Pram_PR_09_054_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: CA,unknown,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327092,,,,,,
P2058,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: CA,2005,Rhododendron spp. ,Rhododendron sp. ,shrub,Jung2021,,MW323779,MW323814,MW323707,MW323643,MW323743,MW323607
P2056,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: OR,unknown,unknown,unknown,unknown,Jung2021,,MW323777,MW323812,MW323705,MW323641,MW323741,MW323605
P2057,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,United States,USA: WA,unknown,unknown,unknown,unknown,Jung2021,,MW323778,MW323813,MW323706,MW323642,MW323742,MW323606
PR_04_015,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA2,North America,United States,USA: WA,2004,unknown,unknown,unknown,Goss2009,,EU850893.1,EU850921.1,EU850957.1,EU851021.1,,EU850993.1
PR_05_153,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA2,North America,United States,USA: CA,2005,unknown,unknown,unknown,Goss2009,,EU850894.1,EU850922.1,EU850958.1,EU851022.1,,EU850994.1
PR_05_166,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA2,North America,United States,USA: WA,2004,unknown,unknown,unknown,Goss2009,,EU850895.1,EU850923.1,EU850959.1,EU851023.1,,EU850995.1
JP1202,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP1,Asia,Japan,Japan,2017-2018,Laurosilva forest dominated by Quercus spp. and Neolitsea sericea; also Camelia japonica,Laurosilva forest,environmental,Jung2021,,MW323751,MW323787,MW323679,MW323615,MW323715,MW323579
JP236,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP1,Asia,Japan,Japan,2017-2018,"Laurosilva forests dominated by Q. salicina, Q. sessilifolia, A. firma, C. obtusa and T. sieboldii",Laurosilva forest,environmental,Jung2021,,MW323745,MW323781,MW323673,MW323609,MW323709,MW323573
JP716,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP1,Asia,Japan,Japan,2017-2018,"Laurosilva forests dominated by Q. salicina, Q. sessilifolia, A. firma, C. obtusa and T. sieboldii",Laurosilva forest,environmental,Jung2021,,MW323748,MW323784,MW323676,MW323612,MW323712,MW323576
JP916,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP1,Asia,Japan,Japan,2017-2018,"Laurosilva forests dominated by Q. salicina, Q. sessilifolia, A. firma, C. obtusa and T. sieboldii",Laurosilva forest,environmental,Jung2021,,MW323749,MW323785,MW323677,MW323613,MW323713,MW323577
JP387,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP2,Asia,Japan,Japan,2017-2018,Laurosilva forest dominated by Lithocarpus edulis and Castanopsis sieboldii,Laurosilva forest,environmental,Jung2021,,MW323746,MW323782,MW323674,MW323610,MW323710,MW323574
JP462,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP2,Asia,Japan,Japan,2017-2018,Laurosilva forest dominated by Lithocarpus edulis and Castanopsis sieboldii,Laurosilva forest,environmental,Jung2021,,MW323747,MW323783,MW323675,MW323611,MW323711,MW323575
JP975,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NP3,Asia,Japan,Japan,2017-2018,Laurosilva forest dominated by Quercus spp. and Neolitsea sericea; also Camelia japonica,Laurosilva forest,environmental,Jung2021,,MW323750,MW323786,MW323678,MW323614,MW323714,MW323578
P_lateralis_P2451,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,unknown,Europe,United Kingdom,unknown,unknown,Chamaecyparis lawsoniana,Chamaecyparis sp.,conifer tree,Jung2021,,MW323780,MW323815,MW323708,MW323644,MW323744,MW323608
P_hibernalis_BL41G,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Jung2021,,contig 345,contig 49,contig 227,contig 10,contig 121,contig 33
